title,subtitle,add_labels,date,speakers,topics,scripture,summary,published,sub_id
The Book Of Ezra: Part 2 - Hijacking The Mission Of God,Series,,10/11/21,Fr Paul Girguis,The Bible,,Tune in with Fr Paul Girguis in this second part of the series 'The Book Of Ezra' as we part take in an in depth study on the book of Ezra,yes,f01ed83a-090d-42b9-92ba-97c41ceb77f3
The Book Of Ezra: Part 3 - Courage For A Fresh Start,Series,,10/18/21,Fr Paul Girguis,The Bible,,Tune in with Fr Paul Girguis in this third part of the series 'The Book Of Ezra' as we part take in an in depth study on the book of Ezra,yes,afe40d91-e43f-4dd5-b8d5-3475fb68883a
The Book Of Ezra: Part 4 - He Is Always Gathering Us,Series,,10/25/21,Fr Paul Girguis,The Bible,,Tune in with Fr Paul Girguis in this fourth part of the series 'The Book Of Ezra' as we part take in an in depth study on the book of Ezra,yes,cfb0603b-1016-46f6-bd6c-b80d0817e47d
Galatians 2 (No Return to the Law),Bible Studies,,1/24/22,Fr Matthias Shehad,The Christian Life,,"Galatians 2 discusses the meeting between Paul, Barnabas and Christians in Jerusalem, and the conflict between Paul and Peter. Tune in as Fr Matthias discusses this chapter.",yes,41faaaec-34ae-451a-8bf2-b1ab804e80a0
Comparative Religions (Part 1),Series,,1/24/22,Fr Matthias Shehad,Faith|The Bible|Religion,,"Tune in as Fr Matthias discusses different religions, salvation, angels, the Bible and the Church.",yes,7b23079b-1994-434e-b5a5-43f1bfa694da
Turning Towards God: Awakening from Spiritual Sleep (Part 7),Series,,11/22/21,Fr Michael Sorial,Spiritual Warfare,,"In order to awaken from spiritual sleep, we must be determined to remove those things that weigh us down. But how are we to remain awake? Please tune in to Fr. Michael's talk as he discusses 4 steps to remain in a state of spiritual sobriety.",yes,bfa0f46e-4ac4-423a-8eba-aea0b1043a77
Oils of Baptism,"Sunday Homilies, 23 Jan 22",,1/23/22,,,,Tune in to Fr Daniel Habib as he discusses the importance of Baptism and its place in the Church.,yes,f20dc962-f00f-4f60-a8bd-309aae750aac
Baptism And St. Antony,"Sunday Homilies, 30 Jan 22",,1/30/22,Fr Daniel Habib,,,Tune in to Fr Daniel Habib as he reminds us to take our baptism vows seriously and work diligently like St. Antony to allow the Holy Spirit to express itself in our lives.,yes,60d87fa3-01fc-4a06-9263-765506b0b90c
Turning towards God: Loving God with All Your Mind (Part 8),Series,,11/29/21,Fr Michael Sorial,The Christian Life,,"In 2 Corinthians 10: 3- 6, St Paul tells us to bring every thought to the obedience of Jesus Christ to remain awakened and faithfully to walk with Him. But how do we love God with all our mind?
Please tune in to Fr Michael’s talk as he explains 5 steps to love God with all of our mind practically, so we remain rooted in Christ.",yes,c9c79670-a57f-48b9-a84c-b9f62b345275
Turning Towards God: Asceticism- Love God with All Your Strength (Part 9),Series,,12/7/21,Fr Michael Sorial,The Christian Life,,"Loving God with all of our strength is a commandment. Many people think this refers to asceticism, constant prayer, fasting, serving, etc. But these are just the tools to love God with all of our strength. Please tune in to Fr Michael’s talk as he explains how to love God with our whole being!",yes,f021c1de-a7c1-4bb9-84aa-df28c4fd0f54
Turning Towards God: Renounce Sin (Part 10),Series,,12/13/21,Fr Michael Sorial,Repentance|Spiritual Warfare,,"What does it mean to renounce sin from our life in order to ascend in our relationship with God? 
Please tune in to Fr Michael’s talk as he speaks about 6 steps to renounce sin from our heart so that it does no longer control us.",yes,3d9329b7-6f82-43a5-9760-4243e4da6628
Turning Aside,Youth Talks,,11/29/21,Fr Paul Girguis,Discipleship|Desire For God,,Tune in with Fr Paul Girguis as he reminds us that God is always knocking on our door and encourages us to be more aware of God's presence in our lives,yes,8bdbbbe9-0282-4827-a255-35aeb37e4882
Obtaining The Glory Of Christ,Youth Talks,,9/20/21,Fr Paul Girguis,Jesus Christ|Purity,,"Tune in with Fr Paul Girguis as he reminds us that we are called to obtain the glory of Christ and encourages, just as St Paul's teaching, to receive this glory",yes,8a1e4f13-ea5a-46e1-a6f6-6815e0bfad5e
Are We Spiritually Blind?,Sunday Homilies,,1/30/22,Fr Anthony Mourad,Healing|Miracle,,Tune in with Fr Anthony Mourad as he challenges us to examine ourselves if we are blind and cannot discern between right and wrong,yes,ef7bafb5-e561-44c3-aec9-a2e3be836dfe
Liturgy Part 1: A Journey To Heaven,Sunday Homilies,,12/5/21,Fr Paul Girguis,Liturgy,,Tune in with Fr Paul Girguis through the Liturgy series as he explains what the liturgy is and how it is a journey to Heaven,yes,40a56e7a-8b61-48ae-bf5f-5ae429a6571a
God Stirs Up Our Nest,Youth Talks,,8/13/21,Fr Paul Girguis,Spiritual Warfare,,Tune in with Fr Paul Girguis as he explains that sometimes God stirs up our lives when we are in places that He doesn't want us to be in but to not be afraid cause God will never leave us,yes,17eed8c5-dea1-43e2-ba17-a321ef8dd932
Turning Towards God: Dedicated to God (Part 11),Series,,12/27/21,Fr Michael Sorial,Commitment|The Christian Life,,The spiritual ascent begins with renouncing sin in our lives but also requires that we dedicate ourselves to God. This dedication brings about spiritual freedom to live as God would have us experience life. Please tune in to Fr. Michael’s talk as he discusses 5 steps to living a dedicated life to Christ.,yes,e4ac7585-b91c-46d4-a063-00430442715c
John 3 - Nicodemus And The New Birth,"Bible Studies, 31 Jan 22",,1/31/22,Fr Elijah Iskander,,,""" Just as there can be no repetition of the birth from the womb, so there can be none other from Baptism."" St Augustine

In this week's Bible Study, Fr Elijah takes us through the meeting between Nicodemus and the Lord Jesus Christ which draws our hearts to the Lord as we get to realise His concern over every human soul as well as His
gentleness as He converses frankly with each one.",yes,76115c4e-08ae-4e66-978e-80d3ef2faf6e
John 4 - Meeting With The Samaritan Woman,"Bible Studies, 07 Feb 22",,2/7/22,Fr David Shehata,,,"""A servant of the Lord would not be wrong if he withdraws from a situation where his opponents or persecutors are enraged or seeking to harm or kill him…for our good Lord behaved in that manner in order to teach us and not because He was afraid."" St Augustine

In this week's Bible Study, Fr David takes us through the Lord's visitings through Judea, Galilee and Samaria, with the focus of Jesus' conversation with the Samaritan woman.",yes,11f6067b-77f4-49e1-8ae1-4a4ed00b311d
Offering To The Lord,Sunday Homilies,,2/6/22,Fr Anthony Mourad,Sacrifice,,In the Gospel reading we are told to offer to the Lord. Tune in with Fr Anthony Mourad as he explains that the biggest offering we can ever give to the Lord is ourselves.,yes,492cbfa1-bb8f-402d-88d9-950ea1cb4813
Friendology: Why Friendship? (Part 1),Series,,1/22/22,Fr Michael Sorial,Friendship,,"“Being a good friend is as good as being followers of Christ” & “Loneliness is slowly killing us” (Fr Michael Sorial) But what is friendship, and why is it necessary?
Please tune in to Fr Michael’s talk as he discusses four reasons about the necessity of friendship.",yes,2c0e28af-d99e-4d50-86ec-86902ef1a340
Friendology: Healthy Friendships (Part 2),Series- Friendology,,2/8/22,Fr Michael Sorial,Friendship,,We all need friends as God created us to live in a community with others but during our life journey we may be hurt by our ‘friends’. What are important qualities in a healthy friendship? How does this differ from unhealthy ‘friendships’? Please tune in to Fr Michael’s talk as he explains 7 aspects of maintaining healthy friendships through a Biblical perspective to help illuminate the gift of friendship.,yes,bd4729ea-2f23-4119-bf29-0cf684c2c3a5
Relationship Hacks - Part 2 - Who Wants to Go First?,"The Well, 07 Feb 21",,2/7/22,Fr. Anthony Messeh,Relationship,,"'Starting relationships is easy, fixing them is not'

Tune in as Fr. Anthony Messeh takes us through different ways we can deal with conflict in our relationships!",yes,008a9c52-6fab-425d-83cf-c2b1b0839757
God Of The Storm,"Sunday Homilies, 06 Feb 21",,2/6/22,Fr Daniel Fanous,Tribulation,,"Tune in as Fr. Daniel Fanous reminds us that in the midst of our anxieties, we have a God who is always by our side!",yes,600a8cce-4cad-4b96-a861-718067fd2fdd
Serving Like Christ: Want to be Great? Serve! (Part 1),Series- Serving Like Christ,,2/1/21,Fr Michael Sorial,Service,,"It feels good to serve but, as Christians, what should motivate us to serve? Service is a spiritual practice that requires discipline. Please tune in to Fr Michael’s talk as he explains how service is a spiritual discipline and explores four aspects of how to serve.",yes,7bd51c15-b812-494c-b1a7-672e8ce2f4b0
What Christ Saw In the Multitudes,Sunday Homilies,,2/6/22,Fr. Kyrillos Ibrahim,,,"Fr. Kyrillos Ibrahim- Homily for the 5th Sunday of Tobi. A reflection on the miracle of the multiplication of the loaves and fish, and how Christ used the situation as an opportunity for leading the Apostles and the people to a life of intimacy, trust, and future transformation.",yes,5ac297c3-d65a-42d6-8504-8e5c9c8d3356
Change Your Taste,Sunday Homilies,,2/6/22,Fr James Mikhail,Eternal Life|The Christian Life,,"In John 6:27 Jesus says ""Do not labour for the food which perishes, but for the food which endures to everlasting life, which the Son of Man will give you because God the Father has set His seal on Him.” ...But what if I like chasing money..social status..career..popularity and otherworldly things, what do I do? 
Tune in, as Fr James teaches us how to 'change our taste' so that we labour for the things that are eternal.",yes,1b05c141-5aae-4d97-b975-d91844263193
Serving Like Christ: Towards the Kingdom (Part 2),Series: Serving Like Christ,,2/15/21,Fr Michael Sorial,Service|Humility,,"God invited us to work for His Kingdom. Service in the Kingdom of God has other motivations than that of the world’s. Please tune in to Fr Michael’s talk as he discusses three aspects of serving towards the Kingdom of God, warning us about 4 signs of seeking our glory in service.",yes,f968c7ac-248d-4181-a4e6-f0a7f05594e5
Serving Like Christ: Congratulations! You're Gifted (Part 3),Series: Serving Like Christ,,2/22/21,Fr Michael Sorial,Service,,The Holy Spirit has equipped us with gifts for serving others. What spiritual gifts do you think are being manifest at the local church? What are spiritual gifts you think people tend to desire more than others? Why might that be? Please tune in to Fr Michael’s talk as he discusses the topic “Congratulations! You’re Gifted.”,yes,b6a91263-59b1-4cc8-b1e0-ae10ed64d4e0
Why do we seek Him?,"Sunday Homilies, 06 Feb 22",,2/6/22,Fr Elisha Soliman,Desire For God|God's Will,John.6.5-John.6.14,"Why do we seek Him? Are we seeking the bread of the world or the spiritual bread of life from God?
Tune into Fr Elisha encouraging us to seek & labour for the Bread of Life.",yes,306546f4-2fb4-47b0-92eb-914f646b0137
Why do we seek Him?,"Sunday Homilies, 05 Feb 22",,,,,,,no,9dfa3913-e13f-44a0-ab0d-ddea35024e9c
Participation (Part 2) - The Unapproachable,"Series, 09 Jan 22",,1/9/22,Fr Nathanael Guirguis,Obedience|Trust|Following Christ,,"Do we believe in God? If yes, great. Do we act like we believe in God?
Tune into Fr Nathanael continuing the series on ""The Unapproachable"", breaking down the barriers of the Jesus reduction.",yes,e8c0bae4-3218-402c-9c4a-991274928874
Whatcha got? (Part 3) - Elijah Rock,"Series, 21 Nov 21",,11/21/21,Fr Nathanael Guirguis,Following Christ|God's Will|Obedience|Trust,,"Whatcha got? Seriously think about it... what power or control or influence do we truely have alone?
Tune into Fr Nathanael continuing the series ""Elijah Rock"", questioning & challenging us to reflect on on what we have.",yes,95e2aeee-f1ee-4b9e-b875-936993db7ec4
Detach to Attach: Lust for Power and Control (Part 1),Series: Detach to Attach,,11/2/20,Fr Michael Sorial,Desire For God,,"Please tune in to Fr Michael’s talk as he speaks about the human lust for power and control and how we are to deal with that. How does it feel to be controlled? How do people usually behave when they have lost control? In addition to that, he speaks about 4 ways to detach from the lust of power in order to attach to the love of Christ.",yes,03f32b64-bac2-4b09-9fc4-84bf08733015
Detach to Attach: Thrill Seeking (Part 2),Series: Detach to Attach:,,11/10/20,Fr Michael Sorial,The Christian Life,,"We were made to enjoy God but if we are honest, we do NOT always feel joy. Please tune in to Fr Michael’s talk as he speaks about our need to detach to the pursuit of constant excitement and extreme sensation. What gets you excited? What do you do when you are feeling dissatisfied in life? And what are three aspects to experience the true joy of Christ within us?",no,cc3be26e-e8ee-4a6a-8a45-c3e6e241155c
Friendship With God,"Sunday Homilies, 06 Feb 22",,2/6/22,Fr Abraham Fam,Friendship,,Tune in as Fr. Abraham Fam discusses how we can take our relationship with God to the next level by changing it into a friendship with Him!,yes,f3e312e3-a03d-4f51-b684-36f012e4e7a5
Detach to Attach: Avarice (Part 3),Series: Detach to Attach,,11/17/20,Fr Michael Sorial,Asceticism,,"“Having access to all the possessions in the world will ultimately leave us empty” (Fr Michael Sorial) But how can we satisfy ourselves then? We were made to be possessed by God, not by possessions. Please tune in to Fr Michael’s talk as he speaks about the hunger humans have for God and how we oftentimes try to satisfy that with an insatiable urge to acquire more stuff. How do Christian motivations for generosity and giving differ from secular motivations?",no,482ab3a2-2a8a-4f83-80c3-eeb3f59859bb
What Are You Running After?,"Sunday Homilies, 06 Feb 21",,2/6/22,Fr Timothy Fam,Purpose,John.6,Tune in as Fr. Timothy Fam utilises the Gospel of John Chapter 6 to discuss the greatness of God!,yes,27b40224-8719-44a4-b089-7534a64c54fc
